Chorus,Verse,Pre-Chorus,Post-Chorus,Bridge,Intro,Verse 1,Verse 2,Outro,Refrain,Verse 3,Breakdown,Interlude,Reprise,Drop,"Produced by S1, M-Phazes and VohnBeatz",Hook,Instrumental Break,Pre-Chorus 1,Pre-Chorus 2,Pre-Chorus 3,Verse 4,Chorus 1,Chorus 2,Hook – Dave,Verse 1 – Carter,Bridge – Carter,Verse 2 – Carter,Outro - Dave,Pre-Hook,Bridge & Guitar Solo,laughs] Why you always gotta be inconsistent,Verse 5,Verse 6,Break,Chorus 3,Hook 2,Chorus 4,Hook 3,Guitar Solo,Dialogue,"Letra de ""Cariño""",Musical Interlude,Interlude 1,Interlude 2,Refrain 1,Refrain 2,Post Hook,"Interlude, spoken/sampled",*Complete and utter incoherence*,Couplet 1,Couplet 2,Instrumental,Part,INTRO,VERSE 1,VERSE 2,PRE-Chorus?,VERSE 3,OUTRO,Instrumental break,Breakdown (Chopped Sample),Climb,BETELGEUSE,LYDIA SPOKEN,LYDIA,BETELGEUSE SPOKEN,SUNG,SPOKEN,BARBARA SPOKEN,ADAM SPOKEN,ADAM AND BARBARA,ADAM,BARBARA,"LYDIA, ADAM, AND BARBARA",Verse 7,Bridge 1,Bridge 2,Pre Chorus,Monologue,Click here to read Panic! At The Disco’s story about “Death of A Bachelor”,Instrumental Bridge,Spoken,Intro (Japanese),"Audio sample from The B-52's ""Rock Lobster""",Got The Love - Terrell Morris](,DIE 4 YOU - Creams](,Red Lights - Haiti Babii](,Rich Girl - Soulex],Amantes y Amigos - Arcangel](,Stained Glass (feat. Westside Gunn) - The Alchemist],Wonder (feat. Still Woozy and MTMBO) - Billy Lemos],CLUB E11EVEN (feat. Guapdad 4000) - ALLBLACK],Verse Reprise,Post-Chorus - Extended,Post Chorus,Instrumental Post-Chorus,Trumpet Solo,Round 1,Round 2,Round 3,"Letra de ""Taki Taki"" ft. Ozuna, Cardi B & Selena Gomez",Coro,Verso 1,Pre-Coro,Verso 2,Verso 3,Skit,Post-Verse,"Letra de ""Pa' La Cultura"" ft. Sofía Reyes, Abraham Mateo, De La Ghetto, Zion & Lennox, Manuel Turizo, Lalo Ebratt, Thalía & Maejor",Verso 4,Verso 5,Verso 6,Verso 7,Produced by DJ Mustard,Estribillo,Songtext zu „Cinderella“,Strophe 1,Pre-Refrain,Post-Refrain,Strophe 2,Songtext zu „Bachata“ ft. Cristobal,Part 1,Part 2,"Letra de ""Que Calor"" ft. J Balvin & El Alfa",Refrán,Puente,"Letra de ""VIDA LOCA""",Bridge 3,Songtext zu „Paradise“,Pre-Drop; Joker Bra,Pre-Drop,"Songtekst van ""Video Vixen"" ft. Bizzey","Letra de ""Pa' Ti""",Produced by The Invisible Men,B-Section,Beatbox Solo,Spoken Intro,Spoken Interlude,"Letra de ""TKN""",Middle 8,Saxophone Solo,"Produced by Mariah Carey, The-Dream, and Tricky Stewart",Chorus Variation,"Letra de ""telepatía""","Letra de ""Rabiosa"" feat. El Cata",Dinah,Post-Bridge
"[""Hunnid bands in my pocket, it's on me"", 'Hunnid deep when I roll like the army', 'Get more bottles, these bottles are lonely', 'It’s a moment when I show up, got \'em sayin\', ""Wow"" (Wow, wow)', ""Hunnid bands in my pocket, it's on me (On me)"", 'Yeah, your grandmama probably know me (Know me)', 'Get more bottles, these bottles are lonely', 'It’s a moment when I show up, got \'em sayin\', ""Wow"" (Wow, wow)', '', ""Hunnid bands in my pocket, it's on me (On me)"", 'Hunnid deep when I roll like the army (Hey)', 'Get more bottles, these bottles are lonely', 'It\'s a moment when I show up, got \'em sayin\', ""Wow"" (Wow, wow)', ""Hunnid bands in my pocket, it's on me (Yeah, yeah)"", 'Yeah, your grandmama probably know me (Yeah, yeah)', 'Get more bottles, these bottles are lonely', 'It\'s a moment when I show up, got \'em sayin\', ""Wow""', '']",,,,,,"['Said she tired of little money, need a big boy', ""Pull up 20 inch blades like I'm Lil’ Troy"", ""Now it's everybody flockin', need a decoy"", 'Shawty mixing up the vodka with the LaCroix, yeah', 'G-Wagen, G-Wagen, G-Wagen, G-Wagen', 'All the housewives pullin’ up (Up, up)', ""I got a lot of toys, 720S bumpin' Fall Out Boy"", ""You was talkin' shit in the beginning (Mm-mm)"", ""Back when I was feelin' more forgivin' (More forgivin')"", ""I know it piss you off to see me winnin' (See me winnin')"", 'See the igloo in my mouth when I be grinnin’ (I be grinnin’), yeah', '']","['Everywhere I go (Hey)', ""Catch me on the block like I'm Mutombo (Wow)"", '750 Lambo in the Utah snow (Skrrt)', 'Trunk in the front like that shit Dumbo, yeah', 'Cut the roof off like a nip-tuck', 'Pull up to the house with some big butts', 'Turn the kitchen counter to a strip-club (Yeah, wow)', 'Me and Dre came for the...', ""When I got guap, all of y'all just appeared (Wow)"", ""Before I dropped Stoney, none of y'all really cared (Cared)"", 'Now they always say, ""Congratulations,"" to the kid (Kid)', ""And this is not a 40, but I'm pourin' out this shit (Yeah)"", 'Used to have a lot, but I got more now (Yup)', ""Made another hit 'cause I got bored now (Yup)"", ""Always goin' for it, never punt fourth down"", 'Last call, Hail Mary, Prescott touchdown, ayy']","['Got \'em sayin\', ""Wow""', 'Ayy, ayy, wow', 'Sayin\', ""Wow""', 'Wow', 'Wow']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Right, left, drip, splash', '', 'Right, left, drip, coño', 'Coño', ""Zet 't in d'r coño, got me sayin' coño"", 'Right, left, drip, coño', 'Coño (Coño), coño (Coño)', ""Coño, zet 't in d'r coño, coño"", 'Coño (Coño), coño (Coño)', ""Got me sayin'  (Coño)"", 'Right, left, drip, splash', 'Right, left, drip, coño', 'Coño', ""Zet 't in d'r coño, got me sayin' coño"", 'Right, left, drip, coño', 'Coño (Coño), coño (Coño)', ""Coño, (Damn girl) zet 't in d'r coño, coño"", 'Coño (Coño), coño (Coño)', ""Got me sayin'  (Coño)"", 'Right, left, drip, splash']",,"['You got that bomb, bomb, bomb, bomb, you', 'Bomb, bomb, bomb, bomb, you', 'Bomb, bomb, bomb, bomb, you', '', 'You got that bomb, bomb, bomb, bomb, you', 'Bomb, bum, bomb, bomb, you (Baby)', 'Bomb, bomb, bomb, bomb, you', '']",,,"['Jason Derulo', 'Puri on the beat', 'Puri, puri on the', 'Coño', '']","[""Come take a lick 'pon\u2005the\u2005lolli, ya"", ""Would that\u2005ass fit in the 'Rari? Nah"", 'Let\u2005me take a bite on that nunny, ya', 'Know what I heard?', '']","['Drink it off your body, girl', 'Tequila sex and lime (Tequila)', 'I know you like to party, girl', ""So I'm not wastin' time, oh"", 'Baby, give me lip, yeah, yeah (Yeah, yeah)', 'Serve me for the tip, yeah, yeah (Yeah, yeah)', 'Heard you like to kiss, yeah, yeah (Yeah, yeah)', 'You know what I heard?', '']","['Bring that bitch back', 'Coño', 'Damn girl', '(Coño) Coño']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Gimme, gimme (More)', 'Gimme (More)', 'Gimme, gimme (More)', 'Gimme, gimme (More)', 'Gimme (Mo-)', 'Gimme, gimme (More)', 'Gimme, gimme (More)', 'Gimme (More)', 'Gimme, gimme (More)', 'Gimme, gimme (More)', 'Gimme (Mo-)', 'Gimme, gimme (More)', 'Gimme, gimme (More)', 'Gimme (More)', 'Gimme, gimme (More)', 'Gimme, gimme (More)', 'Gimme (Mo-)', 'Gimme, gimme (More)', 'Gimme, gimme (More)', 'Gimme (More)', 'Gimme, gimme (More)', 'Gimme, gimme (More)', 'Gimme (Mo-)', 'Gimme, gimme (More)', 'Gimme, gimme (More)', 'Gimme (More)', 'Gimme, gimme (More)', '(Give me more!)', 'Gimme, gimme (More)', 'Gimme (Mo-)', 'Gimme, gimme (More)', 'Oo-oo-ooh!', 'Gimme, gimme (More)', 'Gimme (More)', 'Gimme, gimme (More)', 'Gimme, gimme (More)', 'Give me more, yeah', 'Gimme (Mo-)', 'Gimme, gimme (More)']",,"[""We can get down like there's no one around"", 'We keep on rocking (We keep on rocking)', 'We keep on rocking (We keep on rocking)', 'Cameras are flashing', ""While we're dirty dancing"", 'They keep watching (They keep watching)', 'Keep watching', 'Feels like the crowd are saying', ""We can get down like there's no one around"", 'We keep on rocking (Keep on rocking)', 'We keep on rocking (Oh)', 'Rocking (Uh-huh)', 'Cameras are flashing', ""While we're dirty dancing"", 'They keep watching (They keep watching)', 'Keep watching', 'Feels like the crowd are saying', '']","['Oh-oh-oh', 'Gimme more, gimme more', '(Mo-mo-mo-mo-mo-mo)', '(More)', 'Gimme more, gimme more, babe', '(Danja, Danja, Danja, Danja', 'Danja, Danja, Danja, Danja)', 'I just want more', '']","['(Mo-mo-mo-mo-mo-mo....)', '(Ooh, ooh, ooh...)', ""I just can't control myself"", '(Mo-mo-mo-mo-mo-mo)', '(More!)', 'Oh!', 'They want more?', ""Well, I'll give them more"", '(Mo-mo-mo-mo-mo-mo)', 'Ow!', '(More!)', '']","[""It's Britney, bitch"", 'I see you', 'And I just wanna dance with you', '{Giggles}', '']","['Every time they turn the lights down', 'Just wanna go that extra mile for you', 'Your public display of affection (Oh-oh-oh)', 'Feels like no one else in the room (But you)', '']","['The center of attention (Do you feel that?)', ""Even when we're up against the wall"", 'You got me in a crazy position (Yeah)', ""If you're on a mission (Uh-huh)"", 'You got my permission (Oh)', '']","[""Bet you didn't see this one coming"", 'The Incredible Lago (Mo-mo-mo-mo-mo-mo)', 'The legendary Miss Britney Spears, haha', 'And the unstoppable Danja', 'Ah, you gonna have to remove me', '‘Cause I ain’t going nowhere', '(Mo-mo-mo-mo-mo-mo)', '(More)']",,,"['(Ooh-oh-oh-oh-oh, ooh-oh-oh-oh-oh)', '(Ooh-oh-oh-oh-oh, ooh-oh-oh-oh-oh)', '(Ooh-oh-oh-oh-oh, ooh-oh-oh-oh-oh)', '(Ooh-oh-oh-oh-oh)', '(Mo-mo-mo-mo-mo-mo)', '(Ooh-oh-oh-oh-oh)', '']","['Gimme, gimme, gimme, gimme, gimme', 'Gimme, gimme, gimme, gimme, gimme', '(Danja, Danja, Danja, Danja)', 'Gimme, gimme, gimme, gimme, gimme', 'Gimme, gimme, gimme, gimme, gimme', '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""Isn't it lovely, all alone"", 'Heart made of glass, my mind of stone', 'Tear me to pieces, skin to bone', 'Hello, welcome home', '', ""Isn't it lovely, all alone"", 'Heart made of glass, my mind of stone', 'Tear me to pieces, skin to bone', 'Hello, welcome home', '']",,"[""Oh, I hope some day I'll make it out of here"", 'Even if it takes all night or a hundred years', ""Need a place to hide, but I can't find one near"", ""Wanna feel alive, outside I can't fight my fear"", '', ""But I know someday I'll make it out of here"", 'Even if it takes all night or a hundred years', ""Need a place to hide, but I can't find one near"", ""Wanna feel alive, outside I can't fight my fear""]",,,,"['Thought I found a way', 'Thought I found a way out (Found)', 'But you never go away (Never go away)', 'So I guess I gotta stay now', '']","['Walking out of time', 'Looking for a better place (Looking for a better place)', ""Something's on my mind"", 'Always in my head space', '']","['Woah, yeah', 'Yeah, ah', 'Woah, woah', 'Hello, welcome home']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""Didn't I do it for you?"", 'Why don’t I do it for you?', ""Why won't you do it for me"", 'When all I do is for you?', '', ""And didn't I do it for you?"", ""Why don't I do it for you?"", ""Why won't you do it for me"", 'When all I do is for you?', ""And didn't I do it for you?"", 'Why won’t I do it for you?', 'Why won’t you do it for me', 'When all I do is for you?']","[""And I just want to feel you're there"", 'And I don’t want to have to share our love', 'I try, but I get overwhelmed', ""When you're gone, I have no one to tell"", ""And I just want to feel you're there"", ""And I don't want to have to share our love"", 'I try, but I get overwhelmed', 'All wrapped in cellophane, the feelings that we had', '']",,,,,,,"[""They're waiting"", ""They're watching"", 'They’re watching us', ""They're hating"", ""They're waiting"", 'And hoping', ""I'm not enough""]","['They wanna see us, wanna see us alone', 'They wanna see us, wanna see us apart', 'They wanna see us, wanna see us alone', 'They wanna see us, wanna see us apart', '']",,,,"[""But I just want to feel you're there"", 'And I don’t want to have to share our love', 'I try, but I get overwhelmed', ""When you're gone, I have no one to tell"", '']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""And you're one of them girls that ain't tryna meet nobody"", ""You're just here for the party, if I'm wrong then stop me, yeah"", ""You're one of them girls that ain't handin' out your number"", 'You like to make us want you, you like to make us wonder', '', ""If I find one of them girls that ain't tryna meet nobody"", ""You're just here for the party, if I'm wrong then stop me, yeah"", ""You're one of them girls that ain't handin' out your number"", 'You like to make us want you, you like to make us wonder', ""For one of them girls that ain't tryna meet nobody"", ""You're just here for the party, if I'm wrong then stop me, yeah"", ""You're one of them girls that ain't handin' out your number"", 'You like to make us want you, you like to make us wonder', '']",,,"[""If you're one of them girls"", ""Well, I'm one of them boys"", 'Would trade his whole world, hm, yeah', 'For one of them girls', '', ""If you're one of them girls"", ""Well, I'm one of them boys"", 'Would trade his whole world, his whole world', 'For one of them girls', '']","[""You're one of them girls"", 'I wanna put my lips on', 'Hold all night long', 'Write a little love song', '']",,"['Are you one of them girls that peels off the Bud Light label? Just might\u2005run\u2005a pool table?', ""Roll\u2005your eyes if I call you\u2005an angel, ain't you one of them girls?"", 'Ask you to dance, you say ""No"" just to see how far I\'ll go', ""Your song comes on and your eyes close, that's when I know, yeah"", 'You got your heart on lock down, got a wall I gotta knock down', 'Kinda wanna do a shot now, come on now', '']","[""If you're one of them girls, 'cause I'm one of them boys"", 'Would trade his whole world, hm, yeah', ""For one of them girls who likes to act all quiet, sexy, not even tryin'"", ""Yeah, you know I ain't lyin', damn right"", 'You one of them girls, broke every heart in your hometown', ""On the day you rode out, got 'em all wishin' on stars now"", '']","['Hmm, one of them girls']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""You always talkin' about it\u205f(You\u205falways\u205ftalkin' about it)"", ""You\u205fnever makin' no\u205fprofit, uh (You never makin' no profit)"", 'I treat my hoes like a option (Yeah)', ""If she talkin' and get out of pocket, ooh (Okay)"", ""I'm livin' life like a rockstar (Oh)"", ""Pullin' up, stretch limousines (Pullin' up, stretch limousines)"", 'To look at me, that cost a fee (Yeah)', 'The double Cs all on my feet', ""You always talkin' about it, yeah (You always talkin' about it)"", ""You always talkin' about it (You always talkin' about it)"", ""You say that you rappin' in private, yeah (Woah)"", 'But I see that you cap about it (Yeah)', ""Livin' life like a rockstar"", ""Pullin' up, stretch limousines (Stretch limousines)"", 'To look at me, that cost a fee (Woah)', 'Them double Cs all on my feet (Woah)', ""You always talkin' about it (You always talkin' about it)"", ""You never makin' no profit, uh (You never makin' no profit)"", 'I treat my hoes like a option (Yeah)', ""If she talkin' and get out of pocket, ooh (Okay)"", ""I'm livin' life like a rockstar (Oh)"", ""Pullin' up, stretch limousines (Pullin' up, stretch limousines)"", 'To look at me, that cost a fee (Yeah)', 'The double Cs all on my feet', ""You always talkin' about it, yeah (You always talkin' about it)"", ""You always talkin' about it (You always talkin' about it)"", ""You say that you rappin' in private, yeah (Woah)"", 'But I see that you cap about it (Yeah)', ""Livin' life like a rockstar"", ""Pullin' up, stretch limousines (Stretch limousines)"", 'To look at me, that cost a fee (Woah)', 'Them double Cs all on my feet (Woah)', ""You always talkin' about it (You always talkin' about it)"", ""You never makin' no profit, uh (You never makin' no profit)"", 'I treat my hoes like a option (Yeah)', ""If she talkin' and get out of pocket, ooh (Okay)"", ""I'm livin' life like a rockstar (Oh)"", ""Pullin' up, stretch limousines"", 'To look at me, that cost a fee (Yeah)', 'The double Cs all on my feet', ""You always talkin' about it, yeah (You always talkin' about it)"", ""You always talkin' about it (You always talkin' about it)"", ""You say that you rappin' in private, yeah (Woah)"", 'But I see that you cap about it (Yeah)', ""Livin' life like a rockstar"", ""Pullin' up, stretch limousines (Stretch limousines)"", 'To look at me, that cost a fee (Woah)', 'Them double Cs all on my feet (Woah)']",,,,,"[""Ah, shit, I'm just workin' in the studio"", 'Ah, okay', 'You miss me?', 'Pop off', 'You want me to\u2005pop\u2005off?', 'I want you\u2005to pop off', ""Aight, I'll call you\u2005right back (XL Eagle made it)"", '']","['I changed my color to Nipsey blue (Nipsey blue)', 'Your racks, it get small, that shit pitiful (Racks)', 'If you tryna get so physical (Woah)', 'That .45 will make you invisible (Woah)', ""I'm livin' my life like a criminal (Woah)"", 'I call this shit First 48 (Ayy)', ""I been quiet, there's no one to blame, yeah (Blame)"", 'My lawyer said we beat the case (We beat the case)', ""I'm livin' my life, celebration (Woah)"", ""I'm thankin' the Lord, I got patience (Woah)"", ""I'm lovin' the way that she take it (Woah)"", 'I bend it, I fold it, I flip it', ""She bringin' it back just to prove it (Prove it)"", ""I'm givin' her work just to move it, yeah"", ""I'm livin' the life that I'm choosin', yeah (Choosin')"", ""I'm gettin' these racks, gettin' stupid, yeah (Oh)"", '']","[""Pull up with the drum like I'm Tommy Lee"", 'Yaweh got a stick, came to rock with me', ""Milli' on wrist, ain't no rocks on me (Rocks on me, rocks on me)"", ""I'm pretty as fuck, wanna copy me (Damn)"", ""I heard you was mad 'cause I'm poppin' as shit, wow (Wow)"", ""I'm poppin' the 'pagne and I'm poppin' that bitch, wow (Ooh, damn)"", 'I hop out a plane and went straight to the whip (Ooh)', ""I know they can see, I think that's pretty cool if you askin' me"", 'Bugatti, no body roll, curtains in back of the candy Rolls (Skrrt)', 'I love when my lawyer calls, I hate when I run out of smoke', 'Pull up to the party, oh, and we like to party, oh', ""I finish the bottle, dawg, get this bitch jumpin', no Mario"", ""Still shit's so hard"", 'Cigarettes, cough', 'Bathroom stalls', ""Please don't save my life, oh"", '']","[""Livin' life like a rockstar""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"['Watermelon sugar high', 'Watermelon sugar high', 'Watermelon sugar high', 'Watermelon sugar high', 'Watermelon sugar', '', 'Watermelon sugar high', 'Watermelon sugar high', 'Watermelon sugar high', 'Watermelon sugar high', 'Watermelon sugar high', 'Watermelon sugar high', 'Watermelon sugar high', 'Watermelon sugar high', '', 'Watermelon sugar high', 'Watermelon sugar high', 'Watermelon sugar high (Sugar)', 'Watermelon sugar high (Sugar)', 'Watermelon sugar high', 'Watermelon sugar high', 'Watermelon sugar high', 'Watermelon sugar high']",,"['Breathe me\u2005in, breathe me out', ""I don't know if I could ever go without"", ""I'm just thinking out loud"", ""I don't know if I could ever go without"", '', 'Breathe me in, breathe me out', ""I don't know if I could ever go without""]","['I just wanna taste it, I just wanna taste it', 'Watermelon sugar high', '']","[""Tastes like strawberries on a summer evenin'"", 'And it sounds just like a song', ""I want your belly and that summer feelin'"", ""I don't know if I could ever go without"", '']",,"[""Tastes like strawberries on a summer evenin'"", 'And it sounds just like a song', ""I want more\u2005berries\u2005and that summer\u2005feelin'"", ""It's so wonderful and warm"", '']","[""Strawberries on a summer evenin'"", ""Baby, you're the end of June"", ""I want your belly and that summer feelin'"", 'Getting washed away in you', '']","['I just wanna taste it, I just wanna taste it (Eh-eh-eh)', 'Watermelon sugar high', 'I just wanna taste it, I just wanna taste it (Ooh, yeah)', 'Watermelon sugar high', 'Watermelon sugar']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""Or\u205fam I paranoid\u205fof bein' myself?"", ""Is\u205fit my brain overworkin' itself?"", 'Are these rumors in my head really true?', ""Is someone watchin' all the things that we do?"", 'Or am I high right now?', 'Am I high right now?', 'Yeah-yeah', '', ""Or am I paranoid of bein' myself? (Bein' myself)"", ""Is it my brain overworkin' itself? (Workin' itself)"", 'Are these rumors in my head really true? (Really true)', ""Is someone watchin' all the things that we do?"", 'Or am I high right now?', 'Am I high right now?', 'Or am I high right now?', '']",,,,,,"['I think the back door creaks', 'I think the sun burned down', 'I think this garden speaks', 'Or\u2005am\u2005I high right\u2005now?', 'I think the sky caved in', ""I\u2005think your heart's possessed"", ""I see white flags wavin'"", 'Or am I\u205fjust\u205fobsessed?', '']","[""Am I trippin'? Am I sippin'? Am I high right now?"", ""The delusion and confusion got me hella trippin' now"", 'I need likes to validate me, I need pills to chill me out', 'I need sex to feel in power, I need booze to wash it down', ""I need somethin' for the side effects, somethin' for the comedown"", ""Somethin' for the trauma, somethin' just to come around"", ""I'm riddled with anxiety and cripplin' depression"", 'Gotta dig my own grave just to learn my lesson', 'I feel like I think too much', 'You only hit me up when you drink too much', ""And I don't wanna be your human Xanax bar"", ""You're talkin' 'bout forever, shit's way too far"", ""And I don't wanna be another one night stand"", ""But I don't wanna be nobody's life plan"", ""If you're scared, go to church"", ""If you're shook, meditate"", ""If you're hurt, just vibe"", ""If you're mad, walk away, what you think?""]","['Or am I high right now?', '(You only hit me up when you drink too much)', 'Or am I high right now?']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"['Tell me, how am I to feel?', 'Tell me how', ""I don't know if I can deal"", 'I need to scream it loud', '']","['Tell me, how am I to feel?', 'Tell me how', '']",,"[""Oh, and I'm falling into the arms of naked truth"", 'Not surprised to see the sky and only think of you', '', ""Oh, and I'm falling into the arms of naked truth"", 'Not surprised to see the sky and know what I must do', '', ""Oh, and I'm falling into the arms of naked truth"", 'Not surprised to see myself reflecting the universe', '']","[""Am I to feel bolder 'cause"", 'All of my pumping blood?', 'I am human, I am woman', 'Drifting down my life', 'Light up this time, light up this time', 'Oh, oh, oh, oh']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"[""Oh, I\u205fdon't know why, no, I don't know why"", 'The room keeps shaking', 'Put your arms around me and the walls start breaking', 'Tell me that you found me and my world starts changing', 'I see it all in my mind', ""Oh, I don't know why, no, I don't know why"", 'The floor keeps spinning', ""Whisper in my ear that I'm the one you needed"", ""Touch me like I've never even felt this feeling"", 'Baby, I wish you were mine', ""Oh, I don't know why, no, I don't know why"", ""Oh, I don't know why, no, I don't know why"", 'The room keeps shaking', 'Put your arms around me and the walls start breaking', 'Tell me that you found me and my world starts changing', 'I see it all in my mind', ""Oh, I don't know why, no, I don't know why"", 'The floor keeps spinning', ""Whisper in my ear that I'm the one you needed"", ""Touch me like I've never even felt this feeling"", 'Baby, I wish you were mine', ""Oh, I don't know why, no, I don't know why"", ""Oh, I don't know why, no, I don't know why"", 'The room keeps shaking', 'Put your arms around me and the walls start breaking', 'Tell me that you found me and my world starts changing', 'I see it all in my mind', ""Oh, I don't know why, no, I don't know why"", 'The floor keeps spinning', ""Whisper in my ear that I'm the one you needed"", ""Touch me like I've never even felt this feeling"", 'Baby, I wish you were mine', ""Oh, I don't know why, no, I don't know why"", '']",,"['Starts as innocent', 'But moves so quickly, so quickly', 'Yeah, when\u205fyou\u205flook\u205fat me', 'I must\u205fbe dreaming', '', 'Starts as innocent', 'But moves so quickly, so quickly', 'Yeah, when you look at me', 'I must be dreaming', '', 'Starts as innocent', 'But moves so quickly, so quickly', 'Yeah, when you look at me', 'I must be dreaming', '']",,,,"['Following a feeling', 'Got no reason I should show up', 'Here tonight, here tonight', ""And I'm hoping for\u2005a\u2005signal"", ""But I'll settle\u2005for your body"", 'In my mind, in\u2005my mind', '']","['Started as a fantasy', 'But I found it so hard to', 'Push it down, push it down', 'How at any given moment', 'I would say your name so I could', 'Hear the sound, hear the sound', '']","[""Oh, I don't know, I don't know"", ""Oh, I don't know why, no, I don't know why"", ""Oh, I don't know, I don't know"", ""Oh, I don't know why, no, I don't know why""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
