,track,artist,track_id,release_date,dance,energy,loud,speech,acoust,live,valence,tempo,sim_score
302,No Time To Be Sober,Uncle Kracker,63Vxh4Syt9oJfaZomvV0yi,2020-05-01,0.627,0.772,-7.189,0.0278,0.236,0.267,0.919,97.936,-14.92481069286535
303,Pictures,Lady A,7BLWdDxt4ex0EZPjfdaclZ,2019-11-15,0.671,0.685,-5.825,0.0248,0.0377,0.243,0.789,97.007,-15.794829135588067
304,The Feels,Maren Morris,4c10Mtlt9dPeKvP61sicAs,2019-03-08,0.694,0.788,-5.33,0.0631,0.109,0.0647,0.903,96.982,-15.830473909536828
305,Every Little Thing - Ruffian Remix,Russell Dickerson,1uPdgOpPVUSoQLvm26XMTC,2019-12-04,0.695,0.594,-8.536,0.0599,0.00935,0.0528,0.49,95.985,-17.016259005689868
306,I Should Probably Go To Bed,Dan + Shay,5ovVcYo2MvjVydFwFyaaqy,2020-07-31,0.721,0.277,-7.128,0.0365,0.634,0.112,0.309,131.935,-17.19133673300555
307,The Fighter,Keith Urban,5OUSPcqhYTOzpbXzoEvKim,2016-05-06,0.681,0.845,-5.147,0.0525,0.0304,0.197,0.761,132.023,-17.246948718445967
308,Shallow (The Duet with Garth Brooks and Trisha Yearwood),Trisha Yearwood,0SA1RVvy3x161K2PcW2CSO,2021-02-05,0.359,0.392,-7.879,0.0292,0.569,0.112,0.369,95.494,-17.41913178853986
309,Like A Lady,Lady A,76djDZcj6Og5HcVAaRjQHu,2021-03-12,0.637,0.933,-3.519,0.0343,0.0614,0.105,0.797,95.511,-17.440344202145496
310,Watermelon Sugar (featuring Avenue Beat),Maddie & Tae,6pPD1k342KK4fMU6xPHufi,2020-08-05,0.587,0.616,-6.305,0.0414,0.255,0.199,0.422,95.001,-17.80085814114874
311,Down To One,Luke Bryan,6QpZSfLid1YZ6c01BvB5jH,2020-08-07,0.62,0.776,-4.109,0.0365,0.358,0.11,0.551,93.963,-18.910207687856992
312,Getting Good,Lauren Alaina,6ZU30kIHamg5oiQm4gQQ3A,2019-09-27,0.499,0.643,-5.416,0.0354,0.307,0.106,0.469,93.805,-18.99591100209239
313,Yours - Wedding Edition,Russell Dickerson,30AECxqqjI4oU91fOhAi8I,2017-06-16,0.607,0.425,-7.974,0.0269,0.717,0.0883,0.538,134.001,-19.321979226138346
314,What If I Never Get Over You,Lady A,0qkdE1C0ufnUISKwhg8Wh6,2019-11-15,0.576,0.724,-5.147,0.0274,0.016,0.107,0.34,93.029,-19.78169479815355
315,Happier - Recorded At Sound Stage Studios Nashville,Keith Urban,57DVaIfWIKSx3zW9mcVFhc,2019-01-09,0.666,0.46,-10.602,0.0433,0.424,0.1,0.396,93.098,-20.238764001080668
316,Good Vibes,Chris Janson,1XVqh0dC0PIl72f2mQhsVt,2019-10-18,0.582,0.846,-2.771,0.0451,0.022,0.133,0.736,92.004,-21.012700259931787
317,Next To You,Little Big Town,4drTFbY9KJIvllrqVcJvLi,2020-01-17,0.53,0.394,-8.152,0.0276,0.756,0.099,0.194,135.981,-21.31196167896491
318,Cool Again (feat. Nelly),Kane Brown,6SyYYyVnwYD7ovF5CdMOJp,2020-08-07,0.631,0.761,-5.654,0.0444,0.0146,0.371,0.73,89.969,-22.832558837095128
319,Undivided,Tim McGraw,2DINVEELpI3ibUW2EzeDs7,2021-01-13,0.583,0.812,-4.684,0.0299,0.131,0.201,0.408,89.992,-22.834203549806322
320,Minimum Wage,Blake Shelton,4ijajhHtBsOn91S4dgkhu7,2021-01-15,0.546,0.934,-3.796,0.0643,0.00187,0.062,0.775,89.972,-22.91857658144604
321,Trash My Heart,Walker Hayes,6fNIkgU3SK3uablGErwNqh,2020-04-24,0.679,0.867,-3.479,0.0933,0.119,0.688,0.971,138.95,-24.27804909271276
322,The Woods,Zac Brown Band,6aHuuDMNritRkgkT2jphcM,2019-09-20,0.733,0.863,-3.646,0.0668,0.4,0.788,0.909,139.055,-24.36843188854214
323,Don't Let Her,Walker Hayes,6UbUXwQn2CM5mb9vHgt1Gz,2019-05-17,0.712,0.64,-5.219,0.0374,0.0987,0.0787,0.713,88.026,-24.780071240778213
324,I Love My Country,Florida Georgia Line,0clSHsrHl2irBkObcLEZqS,2021-02-12,0.525,0.94,-3.546,0.065,0.0283,0.236,0.636,140.093,-25.40185942265423
325,Where the Heart Is,Brett Eldredge,4qaBHFw6eN6Oxa7gBXOvxv,2020-07-10,0.518,0.611,-8.812,0.0317,0.111,0.109,0.257,87.116,-25.846136330086715
326,Last Time I Say Sorry,Kane Brown,3gAaDDoBipWZzGBMwK194e,2020-03-27,0.263,0.393,-7.783,0.0291,0.856,0.0975,0.205,86.806,-26.068994710620526
327,Not Over You - Recorded at Sound Stage Studios Nashville,Brett Young,5hS4YR5CkE6YF5sH0d9boA,2019-01-30,0.598,0.808,-6.875,0.0602,0.116,0.305,0.571,141.913,-27.13798503950841
328,I'd Take Another One of Those,Shenandoah,5juO8HXvFT29UBbsszcMRm,2020-11-13,0.428,0.762,-6.784,0.0287,0.335,0.187,0.659,83.153,-29.658850417026414
329,Made For You,Jake Owen,7vF3xkCMvZjAe2nTWY0uQZ,2019-03-29,0.581,0.441,-6.829,0.0268,0.77,0.111,0.337,82.125,-30.690424164463316
330,Parallel Line,Keith Urban,567gPvGfxxKoZxDKqM9tEl,2018-04-27,0.621,0.477,-5.284,0.0334,0.202,0.215,0.481,81.976,-30.825335044954382
331,Travelin' Soldier,The Chicks,0AkZjWYCMJ8wWiNex7LmkY,2002-08-27,0.569,0.365,-7.047,0.0265,0.691,0.17,0.508,145.859,-31.088630419100163
332,Forever Begins Tonight,The McClymonts,2UEIQNM6C9DO4Tw2TrqKon,2014-01-01,0.537,0.586,-4.825,0.0302,0.101,0.0909,0.281,146.01,-31.23142954920864
333,Cowboy Take Me Away,Carly Pearce,5HC6lFC1d2fybqJxUJCDeX,2020-06-05,0.452,0.428,-7.139,0.0295,0.405,0.0868,0.26,81.264,-31.55923705183521
334,Build Me A Daddy,Luke Bryan,06fOOBmP4iNMeWfwzOTXic,2020-08-07,0.543,0.409,-9.344,0.0327,0.666,0.117,0.312,147.879,-33.264940246461855
335,Dance with Me (feat. Kelsea Ballerini),Morgan Evans,07sa7qkxpemze5BBE7jufs,2018-10-12,0.611,0.519,-9.854,0.035,0.481,0.107,0.462,147.981,-33.4198731183541
336,Worship You,Kane Brown,4RN6OApAESI3Sh0gf5iuAM,2020-08-14,0.63,0.496,-7.011,0.0329,0.388,0.088,0.387,78.024,-34.791434620780414
337,Die From A Broken Heart,Maddie & Tae,3DA4SE262k6rdEtlHteNyq,2020-04-10,0.596,0.522,-6.633,0.0358,0.373,0.291,0.443,76.042,-36.7625901908701
338,Where I Wanna Be,Lee Kernaghan,1z9ut0AdhyPWs6qvdsLEwI,2019-05-10,0.617,0.656,-5.849,0.0373,0.164,0.103,0.602,151.814,-37.01860467894106
339,How They Remember You,Rascal Flatts,3qwPYg8xTWPafQD3YUNaTU,2020-07-31,0.442,0.8,-5.12,0.0368,0.0124,0.0785,0.498,152.004,-37.216907939727385
340,Six Feet Apart,Luke Combs,3aMUiKCIXJeurR5ppEMJZD,2020-05-01,0.565,0.598,-5.894,0.0276,0.335,0.124,0.449,155.814,-41.018074943571584
341,Drop Top,Keith Urban,7xUv1Igrk1WG79VfD0xsXS,2018-04-27,0.664,0.765,-6.357,0.103,0.0559,0.108,0.811,160.013,-45.222258075667355
342,I'm On It,Old Dominion,6dBOOiKZ6SA3weFIxPWPOW,2019-10-25,0.534,0.933,-3.439,0.0744,0.385,0.049,0.69,161.999,-47.26504554896434
343,Happy Anywhere (feat. Gwen Stefani),Blake Shelton,2DwbFtfC6sXBiVDPmju8Dd,2020-07-24,0.538,0.745,-5.774,0.0387,0.1,0.063,0.669,165.755,-50.960159420209614
344,Everything to Lose,Old Dominion,6bcTO2lEomFvy4WE1UOnhE,2019-10-25,0.656,0.704,-4.906,0.0858,0.589,0.213,0.928,172.015,-57.22930977337444
345,Blessed,Thomas Rhett,3hhSnbFhuGnXieFa1ql61R,2019-05-31,0.536,0.496,-6.027,0.029,0.314,0.11,0.497,175.007,-60.211354560437584
346,On Me (feat. Ava Max) - From 'SCOOB!' The Album,Thomas Rhett,4ejNoyrhgjrioqJbgTNPu3,2020-05-06,0.548,0.721,-4.466,0.0472,0.0119,0.216,0.594,177.918,-63.13777019209196
347,"10,000 Hours (with Justin Bieber) - Piano",Dan + Shay,6HjF1gzVEZMb4GplnGl9B3,2019-11-27,0.426,0.366,-6.514,0.0312,0.765,0.117,0.386,179.736,-64.94560402061383
348,Bathroom Floor,Maddie & Tae,1u3xwZY12GZTa51mfvMauA,2020-04-10,0.519,0.879,-4.297,0.049,0.0943,0.694,0.822,184.071,-69.29590471153782
349,Be Like That (feat. Swae Lee & Khalid) [MOTi Remix],Kane Brown,4aezIwJxnp1tmzUUnuUON8,2020-09-25,0.476,0.744,-6.414,0.0758,0.0226,0.166,0.576,199.223,-84.42962643277569
350,I Can Help,Charley Crockett,6jA2i54oeB8cq1c3YF2YQG,2021-01-08,0.81,0.597,-5.582,0.0372,0.494,0.176,0.59,111.624,-1.2130379037873298
351,Highway 40 Blues (feat. Ricky Skaggs & Larry Cordle),Tyler Childers,5E5Ixhxfgqf4Ke0kgwXrhl,2020-07-29,0.644,0.575,-7.581,0.0313,0.373,0.144,0.705,116.173,-1.954259909621856
352,Don't Start Now,Ingrid Andress,4RftloQV6tARnLrBuXKzMr,2020-09-09,0.568,0.477,-8.099,0.0361,0.576,0.141,0.227,116.941,-2.8885652847290464
353,Against The Wind,Bob Seger,1SWmFiFSIBoDbQJjNKC7SR,1980-02-25,0.674,0.771,-5.612,0.0246,0.28,0.133,0.718,109.618,-3.1975116537775516
354,All On My Mind - Acoustic,Anderson East,4piJ8pnoRvC5sqMEpbH0FA,2017-12-01,0.483,0.487,-6.376,0.158,0.69,0.108,0.298,108.944,-3.9033739571441863
355,One Horse Town,Blackberry Smoke,5Y36csDNfP9gRThyyveiBT,2012-08-14,0.599,0.734,-4.615,0.0355,0.281,0.119,0.243,118.928,-4.285182333051266
356,March March,The Chicks,3TCQaTVKBHYMBPVx1sTB8v,2020-07-17,0.469,0.53,-9.581,0.0761,0.626,0.0977,0.242,110.001,-4.342266547038083
357,Crowd My Mind,Brett Eldredge,0Xe4ScXXDb97jY37tzvvKQ,2020-07-10,0.522,0.359,-8.951,0.0272,0.742,0.108,0.233,109.141,-4.623506514942462
358,There Is A War [Feat. Kevin Morby & Sam Cohen],Nathaniel Rateliff,6OmnOaeTaE6KGtsEaw6Lit,2020-10-30,0.561,0.673,-7.397,0.0629,0.56,0.144,0.564,119.652,-5.065360738950192
359,Heart On Fire,Eric Church,0ysCB1Jg4hli0XlEWlipo7,2021-04-16,0.653,0.927,-4.699,0.0289,0.0352,0.0966,0.894,119.97,-5.309534428276093
360,The Saint Of Lost Causes,Justin Townes Earle,1kUbCTpuB3SL22q6R0cUiV,2019-05-24,0.695,0.323,-10.806,0.0431,0.462,0.239,0.495,119.175,-6.325197732047962
361,"Fall, Fall, Fall",Caamp,4MEhUxj35YRT7mqMaJgcWB,2020-08-12,0.569,0.146,-12.568,0.046,0.905,0.106,0.216,116.928,-6.458633118983576
362,The Well,Marcus King,4wszHgvhXYlN2Io813hLQ1,2020-01-17,0.58,0.573,-8.137,0.061,0.00305,0.182,0.477,121.225,-6.780234608680001
363,"Wine, Beer, Whiskey - Acoustic Version",Little Big Town,3VOH59vQXLVTSUxxXcaYiw,2021-02-19,0.804,0.604,-6.416,0.039,0.848,0.246,0.964,105.993,-6.862382743392812
364,To Love Somebody - Made In Muscle Shoals,The Revivalists,4TJJurpE3mvnsub6HPNVc5,2020-01-30,0.547,0.296,-8.746,0.0341,0.828,0.114,0.298,121.147,-6.92753350125992
365,Shame On The Moon,Bob Seger,1Gxaks4MTbjMCAQ20rx4Iy,1982-12-01,0.615,0.563,-7.585,0.0254,0.283,0.117,0.547,105.772,-7.211062128835719
366,When I'm With You,Chris Stapleton,6Oo02L8Ua0ijs2yypDwaM0,2020-11-13,0.514,0.249,-10.461,0.0417,0.547,0.164,0.221,121.226,-7.760637194496866
367,House Fire (feat. The Travelin' McCourys),Tyler Childers,0kD9ESXYhdNDYDDNq3MIjc,2020-07-29,0.451,0.495,-9.996,0.0318,0.472,0.255,0.741,121.624,-7.867788306201186
368,Heart Attack,Wild Rivers,5e7H5e3BBsDJmygioSJMHF,2016-04-16,0.674,0.204,-13.535,0.0384,0.887,0.0916,0.131,120.294,-9.098497932445069
369,Don't Care Darlin',Nathaniel Rateliff & The Night Sweats,24AGb4MCGarwd1KOEhWHiW,2020-04-03,0.57,0.525,-7.49,0.035,0.215,0.113,0.332,125.245,-10.56797682240065
370,Losing My Religion,Hootie & The Blowfish,7a3MM9kkLb4X5VczMKHOCM,2020-09-11,0.719,0.92,-2.837,0.031,0.0685,0.186,0.828,124.984,-10.59907166343937
371,You Got Lucky - Acoustic Version,Blackberry Smoke,34vNJTVRQvEnemvlPKOp75,2018-10-18,0.557,0.493,-9.669,0.0262,0.139,0.368,0.605,102.76,-10.683688575257401
372,Time Stands,Nathaniel Rateliff,1U2ahyThq23V2R7rgfOSRr,2020-02-14,0.351,0.394,-9.321,0.0462,0.558,0.13,0.274,102.14,-11.171037732403974
373,Graceland,Justin Townes Earle,2UduNMj9tpsEcBTur8VwH2,2017-04-28,0.566,0.231,-13.718,0.0314,0.938,0.109,0.616,104.136,-11.483958260247482
374,Strawberries,Caamp,0ESvfrHfNuAtkZp8SMJBOY,2018-07-27,0.547,0.0897,-18.732,0.0457,0.963,0.111,0.263,117.17,-12.348577653952498
375,Makin’ Me Look Good Again,Drake White,1VMQYQQlYHhbudATkSJiP1,2016-08-19,0.574,0.586,-6.141,0.0337,0.354,0.106,0.26,127.795,-13.004022286957468
376,Bury My Bones,Whiskey Myers,0lB69AOLAMGpWBMBtIdORj,2019-08-09,0.542,0.659,-5.128,0.0308,0.00119,0.128,0.525,128.024,-13.249538258613747
377,Cowgirl Blues,Midland,4guaZ7m088d0yCECVPM7aq,2021-03-19,0.618,0.774,-7.302,0.0392,0.441,0.114,0.861,99.595,-13.282987691782203
378,Cover Me Up,Morgan Wallen,0mKnuxVkPi5h0kuvZl44VM,2021-01-08,0.549,0.44,-8.192,0.0264,0.232,0.107,0.214,128.01,-13.409746281027985
379,The Devil Wears a Suit and Tie,Colter Wall,7hlA8gMMz6jSp91Twsnuv3,2015-06-02,0.625,0.319,-12.119,0.0805,0.79,0.0921,0.438,127.799,-14.354679558089066
380,Dreamsicle,Jason Isbell and the 400 Unit,68wI8QNqMeIraj7Ix16hS3,2020-05-15,0.53,0.55,-6.907,0.0249,0.163,0.252,0.492,97.334,-15.497105774456259
381,Rainbow,Kacey Musgraves,79qxwHypONUt3AFq0WPpT9,2018-03-30,0.581,0.197,-7.697,0.0329,0.88,0.107,0.349,130.367,-15.68916858125651
382,Dive - Recorded At Sound Stage Nashville,Luke Combs,2VWBdFsDJVGlRTdz4PvYwy,2018-03-07,0.742,0.363,-8.188,0.0282,0.671,0.145,0.351,130.921,-16.291197340947708
383,If You Keep Leaving Me,Anderson East,6uNvRpERbXUapVodQrEgJy,2018-01-12,0.325,0.527,-7.224,0.0337,0.315,0.146,0.287,131.341,-16.60188111576713
384,Either Way,Chris Stapleton,6Wo5YxkdXgwzKQZbDg2r17,2017-05-05,0.655,0.0645,-14.765,0.0429,0.854,0.107,0.278,129.399,-16.989977236883867
385,I Should Probably Go To Bed - Acoustic,Dan + Shay,3PUYUmxOlVtAEUMKuoT7T1,2020-10-14,0.768,0.242,-8.878,0.0388,0.66,0.112,0.366,131.959,-17.42254038409471
386,Nothin' on You,Cody Johnson,5ggoxc2dhlFjListerctlA,2019-01-18,0.358,0.358,-7.18,0.0307,0.566,0.104,0.158,134.629,-19.882128796020798
387,The Dance,Brooks Jefferson,3vFk6g15YAzFtpJFRKBlIW,2015-03-13,0.539,0.374,-7.434,0.0273,0.811,0.11,0.102,135.113,-20.386590492493116
388,Cocaine Country Dancing,Paul Cauthen,4B9v2AXBpnA5tBhGTaQG0G,2019-09-06,0.776,0.582,-8.726,0.0684,0.331,0.0926,0.585,92.032,-20.955273671070493
389,Somebody’s Problem,Morgan Wallen,0SErdEdRcVX1uJCf1eTGYH,2020-11-20,0.657,0.54,-7.675,0.0287,0.662,0.123,0.625,136.97,-22.24968935219562
390,Whoever's in New England,Cody Johnson,04kCQmATnYeMObIw8Efnor,2020-11-27,0.487,0.151,-11.155,0.0377,0.781,0.109,0.414,137.412,-23.214401410185598
391,Only Children,Jason Isbell and the 400 Unit,6BzU6BMqMd4qelkWTjLwKy,2020-05-15,0.544,0.406,-10.715,0.0346,0.655,0.0858,0.236,89.499,-23.7846876193266
392,Better Together,Luke Combs,6gdLyYNuhWBzqwlOFSsXC7,2019-11-08,0.552,0.225,-11.501,0.0477,0.827,0.111,0.67,138.002,-23.86690620912856
393,The Bones - Acoustic,Maren Morris,0qSR7aeJONS1yapONTKerm,2020-07-31,0.672,0.347,-10.449,0.0677,0.444,0.105,0.274,138.647,-24.27644046011227
394,Traveller,Chris Stapleton,178OI1A3qjROeFeh8lmNwW,2015-05-04,0.543,0.75,-7.071,0.0282,0.0682,0.125,0.758,88.107,-24.721437503444488
395,Take Me To The Bottom,The Cadillac Three,04FdD1nYNw8tB9CD7aNp91,2017-08-25,0.618,0.548,-6.551,0.0303,0.209,0.448,0.445,139.92,-25.13536898407212
396,Things A Man Oughta Know,Lainey Wilson,5QS8PNEWbqTEZyQ6e9ZbJf,2021-02-19,0.659,0.683,-5.623,0.0312,0.513,0.133,0.397,139.931,-25.13734350548275
397,Feathered Indians,Tyler Childers,2tgQaL85WoRfgEa4hFQgrE,2017-08-04,0.536,0.574,-6.705,0.0254,0.75,0.105,0.877,87.194,-25.622817133496593
398,Crazyland,Eric Church,5XiGI2onmf2lfY5euGy48Z,2021-04-16,0.72,0.443,-11.145,0.0534,0.716,0.106,0.497,140.131,-25.867101604073305
399,Be Like That - feat. Swae Lee & Khalid,Kane Brown,5f1joOtoMeyppIcJGZQvqJ,2020-07-10,0.727,0.626,-8.415,0.0726,0.0469,0.126,0.322,86.97,-25.951013883963654
400,Rita Is Gone,Marcus King,4gi81cgaU0Xmek1IuOENM5,2016-10-07,0.623,0.44,-8.216,0.0348,0.866,0.0891,0.802,86.726,-26.181997328408386
401,Pushing Up Daisies (Love Alive),Brothers Osborne,1IxMWIX1soqNONa7H0LD6U,2018-04-20,0.606,0.633,-7.19,0.032,0.152,0.196,0.535,142.016,-27.25258288375774
402,Whitehouse Road,Tyler Childers,0fbR95FEaJUxiQYaqZZukv,2017-08-04,0.607,0.739,-5.503,0.0274,0.114,0.192,0.875,84.467,-28.334782495931346
403,Breaking Up Was Easy In The 90's,Sam Hunt,4sf2L157iEgAR7yrCNLgSq,2020-04-03,0.562,0.649,-5.4,0.0494,0.231,0.341,0.376,145.913,-31.12091776403028
404,I Don't Remember Me (Before You),Brothers Osborne,6xrREPyyC5KESDhWfwqHiN,2018-04-20,0.614,0.614,-7.497,0.0314,0.104,0.104,0.598,146.03,-31.277221600435176
405,Homesick,Marcus King,2sF0R0NyjRfgbPdpUtX9p6,2018-10-05,0.512,0.703,-8.171,0.0409,0.309,0.0862,0.848,81.08,-31.801066084345514
406,Lady May,Tyler Childers,3t5OV1asJHmOlf23T08CLv,2017-08-04,0.539,0.16,-13.285,0.0329,0.881,0.105,0.322,81.446,-32.20264242155436
407,Always Be My Baby - Recorded at Sound Stage Nashville,Anderson East,3QSnkhUvoPS5QogonimPfk,2018-01-31,0.623,0.596,-4.922,0.0407,0.529,0.157,0.656,80.547,-32.26314801839416
408,Last of My Kind,Jason Isbell and the 400 Unit,36e7JUxXMV4mO4ZJWjBuSa,2017-06-16,0.488,0.282,-15.105,0.0333,0.332,0.105,0.522,81.775,-32.33452031593673
409,Goodbye Carolina - Extended Version,Marcus King,3dWZJWo0kVHb5ID7x3PgtR,2018-10-05,0.402,0.617,-7.672,0.036,0.076,0.0746,0.337,79.982,-32.86487497882722
410,Where Have You Gone,Alan Jackson,6OMX6B2jvBe1tvjbQ5mn3u,2021-05-14,0.447,0.21,-14.754,0.0265,0.715,0.202,0.266,80.951,-33.03721289314976
411,Broken Halos,Chris Stapleton,06gD2ZtK3Dzc1BYqWExQJJ,2017-05-05,0.613,0.564,-7.085,0.0251,0.134,0.0585,0.538,78.388,-34.430313457879535
412,In Bloom,Sturgill Simpson,5StrN0F4XI5e0BHP32THhl,2016-04-15,0.454,0.366,-8.98,0.0304,0.0682,0.123,0.264,78.465,-34.47201273572728
413,Harlem River Blues,Steve Earle,5bSt4SKyltiU8g42jXwwos,2021-01-04,0.367,0.865,-6.585,0.0879,0.442,0.0927,0.881,149.361,-34.577144800273146
414,One Night Standards,Ashley McBryde,47qZzTLLJcuD69AIKnquo4,2020-04-03,0.537,0.686,-5.022,0.0293,0.0287,0.0988,0.611,78.052,-34.75497856925104
415,I Won't Dance (feat. Diana Krall),Willie Nelson,6vAB9NgppztQQA43e7asNe,2021-02-26,0.543,0.413,-8.271,0.0477,0.556,0.0383,0.518,149.625,-34.912568349083564
416,Gone,Dierks Bentley,7IhfjcaXuXCq20ZiAA7igK,2020-10-22,0.521,0.746,-6.173,0.0351,0.00985,0.0741,0.473,149.977,-35.184170943854674
417,The One You Need,Brett Eldredge,6ZfWLg7DPFHjIAYrvIP4LZ,2020-07-10,0.41,0.289,-11.822,0.0378,0.534,0.13,0.0854,149.551,-35.25549082171688
418,And It's Still Alright,Nathaniel Rateliff,2tRxHjEkdgGMv9kZbOyqOH,2020-02-14,0.521,0.492,-9.127,0.0297,0.689,0.118,0.301,77.585,-35.36210002975078
419,Hey Mama,Nathaniel Rateliff & The Night Sweats,71DxoKxpHcW8iaYNczwGi3,2018-03-09,0.5,0.55,-8.447,0.0286,0.189,0.0999,0.522,76.04,-36.84585331401052
420,Ain't Always The Cowboy,Jon Pardi,77XoAnllT85lmR9WP0D8dS,2019-09-27,0.539,0.837,-3.458,0.0385,0.0094,0.262,0.551,151.913,-37.193882116558896
421,Always on My Mind,Willie Nelson,2xYQTU2bbg6WVAmpY1eae4,1982-02-01,0.524,0.261,-13.868,0.0272,0.755,0.144,0.201,73.36,-40.22892011444877
422,Lochloosa,JJ Grey & Mofro,6FxLoRSYizCEZEBZ3Ioms5,2004-07-27,0.625,0.239,-11.699,0.0471,0.451,0.371,0.194,71.537,-41.66564036989952
423,Sand In My Boots,Morgan Wallen,0uRrG2jRR5tuifsYIJHEao,2021-01-08,0.403,0.537,-6.628,0.031,0.59,0.112,0.414,69.877,-42.92734288895243
424,Georgia on My Mind,Willie Nelson,4Mckv604NWFSw11g4iCgG0,2018-05-18,0.33,0.23,-14.538,0.0484,0.789,0.0678,0.183,68.473,-45.154671096516324
425,What Do You Think Of?,Lauren Alaina,4S5qPSkDocZakNYjzZjqZh,2020-09-04,0.498,0.339,-6.671,0.0368,0.805,0.0966,0.367,161.168,-46.382717408477106
426,Forgetting You,Cam,56DsYXpdqkl3t2G3xM8MtA,2020-10-30,0.503,0.431,-8.171,0.0366,0.275,0.108,0.176,163.728,-48.98733137789612
427,Can't You See,The Marshall Tucker Band,4fUU9WKxEgJXyrZJsUA2iP,1973,0.406,0.713,-5.49,0.0348,0.276,0.112,0.577,164.444,-49.649816896052045
428,Tupelo Honey,JJ Grey & Mofro,77sIXAMhhX9wDqzSHM34w8,2009-11-04,0.433,0.298,-11.074,0.0301,0.449,0.101,0.353,62.03,-51.03073438818254
429,Better Than We Found It,Maren Morris,6IVLDX1miNBy1BOWebnMP2,2020-10-02,0.379,0.569,-5.193,0.029,0.112,0.166,0.23,170.219,-55.42792897319198
430,Watch You Burn,Chris Stapleton,7J0GgWPMf5OTSJK6uXxFe0,2020-11-13,0.427,0.614,-7.553,0.0771,0.0137,0.0865,0.484,171.651,-56.88115456323931
431,Tennessee Whiskey,Chris Stapleton,3fqwjXwUGN6vbzIwvyFMhx,2015-05-04,0.392,0.37,-10.888,0.0298,0.205,0.0821,0.512,48.718,-64.2737816722886
432,Skeletons,Brothers Osborne,4ULmTlRhaDL9KzyhoueQFo,2020-10-09,0.435,0.856,-4.967,0.0515,0.00856,0.117,0.569,180.298,-65.50923391547374
433,You Should Probably Leave,Chris Stapleton,2UikqkwBv7aIvlixeVXHWt,2020-11-13,0.602,0.477,-8.425,0.032,0.268,0.173,0.552,183.89,-69.14159093550414
434,Devil Put the Coal in the Ground,Steve Earle,6Fxf8Al1jas3YLcvGXKX7w,2020-05-22,0.338,0.873,-3.864,0.0629,0.0457,0.243,0.578,185.311,-70.54399610605768
435,Oh Sarah,Sturgill Simpson,25oxeU7fMQVrxvScjCMAeC,2020-12-11,0.455,0.539,-8.932,0.0403,0.592,0.105,0.641,189.161,-74.42906021351186
436,Wasted On You,Morgan Wallen,3cBsEDNhFI9E82vPj3kvi3,2021-01-08,0.505,0.657,-5.24,0.0318,0.373,0.126,0.252,196.0,-81.20663873631862
437,7 Summers,Morgan Wallen,4obHzpwGrjoTuZh2DItEMZ,2021-01-08,0.466,0.786,-5.13,0.0328,0.417,0.125,0.571,203.903,-89.11027573836182
438,Wish You Pain,Andy Grammer,34a3lGtgV3hZ3RL0ryHail,2019-07-26,0.634,0.65,-7.308,0.0365,0.11,0.157,0.0637,114.951,-0.9210433580746664
439,My Thoughts On You,The Band CAMINO,0OkMj0czyhrDCIhOSLFpHK,2017-06-02,0.541,0.695,-7.75,0.0456,0.0148,0.137,0.318,115.122,-1.3470513253012957
440,Good Thing Go,Quinn XCII,7hV7333ajQNI1J6R5C9A8c,2019-02-15,0.876,0.376,-9.341,0.257,0.476,0.106,0.326,113.902,-2.5321991455179016
441,Forever Like That,Ben Rector,7wF4asYZw8cAHEljYd2Wid,2013-08-20,0.592,0.304,-9.833,0.0298,0.564,0.107,0.307,114.72,-3.1150907892293462
442,Good To You,Ryland James,4FyIkrQ6RuLmu3QIZ9qNsg,2019-01-18,0.784,0.537,-9.157,0.386,0.306,0.105,0.0999,110.046,-4.035035417313556
443,I Do,Astrid S,6Qp1DSekiuxHbFoSsg9JIk,2020-02-28,0.665,0.524,-9.404,0.0458,0.502,0.124,0.215,110.019,-4.201511219213139
444,if we never met (feat. Kelsea Ballerini),John K,0x0yttxnfoqFUYL1UB3Ckh,2020-01-17,0.957,0.365,-7.632,0.0512,0.207,0.132,0.355,107.967,-5.114780097730626
445,Dear God,Hunter Hayes,6k9nsVCSf6QO1WnFsCsmVf,2019-08-16,0.647,0.68,-6.697,0.0496,0.0834,0.18,0.592,119.925,-5.194205957473387
446,Say,Ruel,5VjTlCuX8C11QDunDwvyNh,2018-06-15,0.617,0.315,-7.998,0.0326,0.771,0.0809,0.447,119.822,-5.4225035730311815
447,Just Imagine It,MKTO,0mtmrbRFsectINNpHdDkUQ,2015-07-24,0.699,0.761,-4.337,0.0457,0.0466,0.107,0.443,120.044,-5.436682873468297
448,London,Mokita,38o5lj4mbLK34vQkJUlMrg,2018-12-14,0.684,0.512,-8.715,0.0525,0.544,0.097,0.466,119.901,-5.75205868854832
449,Used to Be,AJ Mitchell,7FjKU2mfpEpvKIbx8naZRk,2018-05-25,0.471,0.474,-6.355,0.0382,0.723,0.0964,0.262,120.656,-5.897078415938172
450,1953,The National Parks,0P09OJ55rSpuG0TcV7NUOR,2017-09-15,0.425,0.23,-10.844,0.0355,0.757,0.334,0.223,118.826,-6.122890234560581
451,Feel Something,Landon Austin,5a1EGpqctIMXZfpm5xTxkr,2019-10-25,0.665,0.312,-9.91,0.0424,0.723,0.113,0.108,119.857,-6.325099860315784
